Id,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,GrLivArea,KitchenQual,OpenPorchSF,SalePrice,PropertyAge,TotalBedsNBaths,GarageCarsNArea,HasFireplace,HasWoodDeck,GarageAttached,FoundationPConc,FoundationCBlock,FoundationBrkTil,NH_NAmes,NH_CollgCr,NH_OldTown,NH_Others,HouseStyle_1Story,HouseStyle_2Story
2127,60.0,8070,4,0.0,3,4,990.0,5,990,3,0,123600,13,7.0,0.0,0,0,0.0,1,0,0,0,1,0,0,1,0
2152,73.0,11927,8,519.0,4,4,1556.0,5,1592,4,35,228000,13,9.0,968.0,1,1,1.0,1,0,0,0,1,0,0,1,0
275,68.0,8842,5,0.0,3,2,381.0,5,992,3,0,155891,56,7.0,319.0,0,1,0.0,0,1,0,0,0,0,1,1,0
239,50.0,9350,4,0.0,3,3,756.0,5,1531,3,0,127000,63,9.0,209.0,1,0,0.0,0,1,0,0,0,0,1,0,0
1098,77.0,8390,7,0.0,3,4,831.0,5,1651,3,103,185900,9,10.0,900.0,1,0,0.0,1,0,0,0,0,0,1,0,1
2558,92.0,7438,5,0.0,3,2,504.0,4,1252,3,0,127000,98,6.0,1152.0,0,1,1.0,1,0,0,0,0,0,1,0,0
2568,85.0,8500,5,203.0,3,3,1235.0,3,1235,3,0,98600,45,7.0,960.0,0,0,1.0,0,1,0,1,0,0,0,1,0
1630,69.28709055876686,7655,6,0.0,3,4,903.0,4,1642,3,84,168000,14,10.0,784.0,1,1,1.0,1,0,0,0,0,0,1,0,1
2672,65.0,6435,6,0.0,3,3,972.0,4,1577,2,0,140200,67,7.0,312.0,1,0,0.0,0,0,1,0,0,0,1,0,0
2214,86.0,22420,6,0.0,3,4,1370.0,3,2624,3,0,239000,89,14.0,2592.0,1,0,0.0,0,0,1,0,0,0,1,0,1
1212,75.0,8250,6,260.0,3,4,1092.0,5,1092,3,0,145000,44,8.0,1008.0,0,0,1.0,0,1,0,1,0,0,0,1,0
767,54.0,6629,6,0.0,3,3,672.0,3,1369,3,0,103600,84,9.0,300.0,0,1,0.0,0,0,1,0,0,0,1,0,1
469,53.0,3684,7,130.0,4,4,1373.0,5,1555,4,20,174000,2,9.0,1980.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1172,50.0,5119,9,60.0,4,5,1698.0,5,1709,4,65,328900,9,8.0,1012.0,1,1,1.0,1,0,0,0,0,0,1,1,0
2205,53.0,7155,6,0.0,3,3,686.0,3,1461,3,0,135000,81,7.0,225.0,1,0,0.0,0,0,1,0,0,0,1,0,1
1440,93.0,9382,7,125.0,4,4,1468.0,5,1479,4,25,191000,9,8.0,1154.0,0,1,1.0,1,0,0,0,1,0,0,1,0
854,69.28709055876686,16269,5,76.0,3,4,907.0,3,907,3,0,140000,31,6.0,343.0,0,1,1.0,0,0,1,0,1,0,0,1,0
2039,60.0,7200,5,0.0,3,3,530.0,3,1111,2,0,101000,87,7.0,288.0,0,0,0.0,0,0,1,0,0,0,1,0,0
1900,57.0,8280,6,0.0,3,3,932.0,5,932,4,0,124000,57,5.0,306.0,1,0,1.0,0,1,0,1,0,0,0,1,0
2674,50.0,5000,6,0.0,3,3,1004.0,5,1664,3,24,159000,59,9.0,840.0,1,0,0.0,0,1,0,0,0,0,1,0,0
1734,88.0,12216,6,0.0,3,4,1326.0,5,1326,4,23,203000,2,9.0,776.0,0,1,1.0,1,0,0,0,0,0,1,1,0
2728,81.0,15593,7,0.0,4,3,1304.0,3,2287,3,21,225000,53,9.0,1334.0,1,0,1.0,0,1,0,0,0,0,1,0,0
1753,63.0,7875,7,16.0,4,4,847.0,5,1948,4,48,211000,4,11.0,868.0,1,0,0.0,1,0,0,0,0,0,1,0,1
531,62.0,7500,7,0.0,4,4,1221.0,5,1221,4,113,185000,5,9.0,800.0,0,0,1.0,1,0,0,0,0,0,1,1,0
620,80.0,9600,5,0.0,3,3,1050.0,4,1050,3,0,128900,53,6.0,338.0,0,0,1.0,0,1,0,1,0,0,0,1,0
815,64.0,7007,5,0.0,3,3,0.0,3,1513,3,0,113722,30,10.0,800.0,0,0,1.0,0,0,0,0,0,0,1,1,0
747,50.0,8635,5,0.0,3,3,1072.0,3,1072,3,0,126500,84,7.0,5920.0,0,0,0.0,0,0,1,0,0,0,1,1,0
766,69.28709055876686,10020,1,0.0,2,2,683.0,4,904,2,0,61000,87,6.0,0.0,0,0,0.0,0,0,1,0,0,0,1,1,0
938,69.28709055876686,17597,7,0.0,4,4,1803.0,3,2365,5,144,315000,38,10.0,1102.0,1,1,1.0,0,1,0,0,0,0,1,1,0
1786,83.0,9849,7,0.0,4,4,1689.0,5,1689,4,56,248328,0,9.0,2862.0,0,0,1.0,1,0,0,0,0,0,1,1,0
900,65.0,10926,5,74.0,3,3,1678.0,3,1678,3,0,119900,50,12.0,0.0,0,0,0.0,0,1,0,0,0,0,1,1,0
2501,105.0,11025,8,692.0,4,5,1334.0,5,2826,4,208,334000,14,13.0,2664.0,1,1,1.0,1,0,0,0,0,0,1,0,1
1862,69.28709055876686,18890,5,1.0,3,4,1361.0,5,2620,3,24,190000,30,16.0,1200.0,1,1,0.0,0,1,0,0,0,0,1,0,0
2282,100.0,25000,5,0.0,3,3,1632.0,3,1632,3,0,143000,40,10.0,1152.0,0,0,1.0,0,1,0,0,0,0,1,1,0
851,65.0,10739,7,68.0,4,4,1431.0,5,1444,4,40,203000,7,9.0,1154.0,0,1,1.0,1,0,0,0,1,0,0,1,0
1595,69.28709055876686,2665,5,0.0,3,4,264.0,3,1304,3,24,115000,32,6.0,336.0,1,1,0.0,1,0,0,0,0,0,1,0,1
2229,69.28709055876686,20693,7,652.0,3,4,1696.0,5,1696,3,146,198000,36,9.0,1250.0,1,0,1.0,0,1,0,0,0,0,1,1,0
964,69.28709055876686,9839,6,0.0,3,4,712.0,5,2237,4,24,204000,29,10.0,880.0,1,1,0.0,1,0,0,0,0,0,1,0,1
2268,69.28709055876686,6718,8,86.0,4,5,1267.0,5,1312,4,28,180500,6,7.0,942.0,0,1,1.0,1,0,0,0,0,0,1,1,0
2047,60.0,8160,5,0.0,3,3,756.0,2,1134,3,0,126000,67,10.0,240.0,0,0,0.0,0,0,1,0,0,0,1,0,0
1247,102.0,9373,5,84.0,3,3,1152.0,3,1152,3,0,137500,55,8.0,1272.0,0,0,0.0,0,1,0,1,0,0,0,1,0
394,69.28709055876686,8750,5,76.0,3,3,1002.0,3,1002,3,0,148500,39,7.0,1804.0,0,0,0.0,0,1,0,1,0,0,0,1,0
142,70.0,10552,5,0.0,3,3,1398.0,4,1700,4,38,165500,51,9.0,894.0,1,0,1.0,0,1,0,1,0,0,0,1,0
819,84.0,10933,9,242.0,5,5,1555.0,5,1680,5,24,323262,0,11.0,3414.0,1,1,1.0,1,0,0,0,1,0,0,1,0
497,106.0,12720,8,150.0,4,4,1455.0,5,2687,4,30,327000,9,14.0,2430.0,1,1,0.0,1,0,0,0,0,0,1,0,1
1702,59.0,17169,10,970.0,5,5,2320.0,5,2290,5,30,500067,0,12.0,3522.0,1,1,1.0,1,0,0,0,0,0,1,1,0
2002,60.0,10800,7,0.0,3,3,718.0,5,2554,3,48,159500,117,10.0,1408.0,0,0,0.0,0,0,1,0,0,1,1,0,1
2034,60.0,6882,6,0.0,3,3,684.0,3,1355,4,0,127000,93,9.0,0.0,0,1,0.0,1,0,0,0,0,0,1,0,1
618,90.0,9900,6,0.0,4,3,1680.0,3,1691,3,67,175000,42,7.0,1100.0,0,0,1.0,0,1,0,1,0,0,0,1,0
628,100.0,13000,6,576.0,3,4,896.0,3,2142,4,72,193500,41,11.0,509.0,1,0,1.0,0,1,0,1,0,0,0,0,1
183,60.0,8520,6,0.0,3,3,624.0,4,720,3,0,105900,82,6.0,968.0,0,1,0.0,0,0,1,0,0,1,1,1,0
2287,69.28709055876686,1533,4,0.0,3,4,530.0,3,992,3,97,106500,37,6.0,297.0,0,1,0.0,0,1,0,0,0,0,1,0,0
1248,69.28709055876686,12774,5,0.0,3,3,984.0,3,950,3,32,130000,55,6.0,800.0,0,0,0.0,1,0,0,1,0,0,0,1,0
74,70.0,11920,7,122.0,4,4,831.0,5,1659,4,68,181000,6,11.0,968.0,0,1,1.0,1,0,0,0,0,0,1,0,1
2450,83.0,10019,8,397.0,4,4,1342.0,5,2726,4,169,350000,11,12.0,2175.0,1,1,1.0,1,0,0,0,0,0,1,0,1
759,60.0,5160,6,0.0,3,3,1204.0,3,1666,3,0,135000,82,5.0,384.0,0,0,0.0,0,0,1,0,0,0,1,0,0
546,65.0,8529,7,0.0,4,4,1454.0,5,1434,4,39,189000,8,8.0,1054.0,1,1,1.0,1,0,0,0,0,0,1,1,0
51,36.0,2628,7,106.0,4,4,764.0,5,1626,4,27,175500,7,9.0,948.0,0,0,0.0,1,0,0,0,0,0,1,0,1
30,21.0,1680,6,504.0,3,3,483.0,3,987,3,0,96000,39,7.0,264.0,0,1,0.0,0,1,0,0,0,0,1,0,1
421,96.0,12456,10,230.0,5,5,1700.0,5,1718,5,48,337500,3,10.0,2358.0,1,1,1.0,1,0,0,0,0,0,1,1,0
370,85.0,11900,5,157.0,3,4,1122.0,5,1934,3,176,185000,32,10.0,1134.0,1,0,1.0,1,0,0,0,0,0,1,0,1
71,100.0,12552,7,0.0,4,4,991.0,5,1947,4,136,254900,6,11.0,1356.0,1,0,1.0,1,0,0,0,0,0,1,0,1
348,42.0,14892,9,160.0,5,5,1746.0,5,1746,5,39,377500,3,10.0,2274.0,1,1,1.0,1,0,0,0,0,0,1,1,0
564,69.28709055876686,15676,8,115.0,4,4,2014.0,4,2014,4,0,275000,29,9.0,2592.0,1,1,1.0,0,1,0,0,0,0,1,1,0
917,52.0,6292,7,0.0,3,3,861.0,4,1477,3,50,145000,81,9.0,216.0,1,0,0.0,0,0,1,0,0,0,1,0,0
2688,60.0,9873,4,160.0,3,3,960.0,3,960,3,288,129000,36,8.0,1152.0,0,0,0.0,0,1,0,0,0,0,1,1,0
504,69.28709055876686,11692,8,372.0,4,4,1173.0,5,2232,4,165,263550,16,12.0,1246.0,1,1,1.0,1,0,0,0,0,0,1,0,1
1514,67.0,5604,5,0.0,3,3,864.0,3,864,3,0,98000,83,7.0,0.0,0,0,0.0,0,1,0,0,0,0,1,1,0
155,60.0,7200,5,0.0,3,3,0.0,5,827,3,0,107500,55,6.0,392.0,1,0,0.0,0,0,0,1,0,0,0,1,0
1400,83.0,10005,7,299.0,3,4,1160.0,5,2022,3,117,192000,31,11.0,1010.0,1,1,1.0,0,1,0,0,0,0,1,0,1
2351,80.0,16692,7,184.0,3,4,1392.0,3,2784,4,112,250000,28,17.0,1128.0,1,0,1.0,0,1,0,0,0,0,1,0,1
2097,77.0,9965,7,220.0,4,5,1264.0,5,2696,5,184,383970,0,14.0,2376.0,1,1,0.0,1,0,0,0,1,0,0,0,1
2853,60.0,6000,5,0.0,3,3,1008.0,5,1522,3,0,102000,80,9.0,0.0,0,0,0.0,0,0,1,0,0,0,1,0,0
1825,84.0,7476,5,0.0,3,3,1040.0,3,1040,3,0,145000,39,8.0,1372.0,0,1,0.0,0,1,0,0,0,0,1,1,0
839,43.0,10667,7,0.0,4,4,799.0,5,1661,4,61,212000,13,10.0,1100.0,1,1,1.0,1,0,0,0,1,0,0,0,1
172,56.0,4485,5,0.0,3,3,936.0,3,936,3,0,109500,90,7.0,0.0,1,1,0.0,1,0,0,0,0,1,1,1,0
645,67.0,13070,5,0.0,3,3,631.0,3,1112,3,0,126000,58,6.0,960.0,0,0,0.0,0,1,0,1,0,0,0,1,0
1306,103.0,12205,3,0.0,3,2,448.0,4,1588,3,0,65000,59,8.0,0.0,0,0,0.0,0,0,1,0,0,1,1,1,0
1104,97.0,10990,7,0.0,4,5,1064.0,5,2125,4,0,279500,12,16.0,1152.0,1,1,1.0,1,0,0,0,0,0,1,0,1
1832,43.0,12712,6,0.0,3,4,1044.0,3,1055,4,0,147000,34,7.0,1084.0,1,1,1.0,0,1,0,0,0,0,1,1,0
2393,103.0,12867,8,96.7822514379622,4,5,1209.0,5,2253,5,142,344133,1,11.0,1150.0,1,1,1.0,1,0,0,0,0,0,1,0,1
1996,90.0,9900,6,0.0,3,3,1008.0,3,2210,2,48,117500,127,10.0,205.0,0,0,0.0,0,0,1,0,0,1,1,0,1
426,110.0,14230,8,640.0,4,4,1566.0,5,1600,4,56,256300,2,9.0,2670.0,1,0,1.0,1,0,0,0,0,0,1,1,0
2868,90.0,14115,6,0.0,3,3,1073.0,5,1811,5,0,230000,50,7.0,940.0,1,0,1.0,1,0,0,0,0,0,1,1,0
349,69.28709055876686,8530,7,22.0,3,4,384.0,4,1474,3,72,168500,14,10.0,800.0,1,1,0.0,1,0,0,0,0,0,1,0,0
1712,69.28709055876686,12568,8,246.0,4,5,895.0,5,1818,5,104,281500,0,12.0,2322.0,1,1,1.0,1,0,0,0,0,0,1,0,1
1063,85.0,10574,8,126.0,4,5,1148.0,5,2332,5,142,316000,4,13.0,2268.0,1,1,0.0,1,0,0,0,0,0,1,0,1
1590,78.0,7060,7,200.0,3,4,1344.0,5,1344,3,0,206300,11,12.0,3136.0,0,0,1.0,1,0,0,0,0,0,1,0,0
301,100.0,15602,7,0.0,3,3,1501.0,3,1801,3,54,289000,51,9.0,968.0,1,0,1.0,0,1,0,0,0,0,1,1,0
1033,69.28709055876686,14311,8,402.0,4,4,1236.0,5,2340,4,180,306000,12,13.0,2361.0,1,1,1.0,1,0,0,0,0,0,1,0,1
2603,60.0,10818,4,0.0,3,2,1077.0,3,1760,3,0,80000,96,9.0,1296.0,1,1,0.0,0,0,1,0,0,1,1,0,0
1655,80.0,10400,6,253.0,3,4,1259.0,5,1353,3,141,192350,28,8.0,956.0,1,1,1.0,0,1,0,0,0,0,1,1,0
2202,63.0,4000,7,0.0,3,4,531.0,3,1098,3,0,148500,77,7.0,216.0,1,0,0.0,0,0,1,0,0,0,1,0,1
1120,87.0,10037,8,96.7822514379622,4,5,1460.0,5,1460,4,20,247000,2,8.0,960.0,1,0,1.0,1,0,0,0,0,0,1,1,0
477,59.0,9434,7,0.0,4,4,384.0,5,1374,4,0,170000,5,9.0,800.0,1,1,0.0,1,0,0,0,0,0,1,0,0
2508,24.0,2544,7,0.0,4,4,600.0,5,1223,4,166,147400,1,7.0,960.0,0,0,0.0,1,0,0,0,0,0,1,0,1
2253,69.28709055876686,9928,7,0.0,3,4,1454.0,3,1478,3,22,210000,16,9.0,1012.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1186,80.0,10400,7,288.0,3,3,1304.0,4,1682,3,0,174000,38,9.0,1060.0,1,1,1.0,1,0,0,0,0,0,1,1,0
240,75.0,9525,5,0.0,3,3,1172.0,3,1172,3,0,128000,56,7.0,366.0,0,1,1.0,0,1,0,0,0,0,1,1,0
2037,60.0,10320,6,0.0,3,3,1138.0,4,2180,3,0,161000,92,9.0,1440.0,1,0,0.0,0,1,0,0,0,0,1,0,0
1383,69.28709055876686,7703,6,40.0,3,4,450.0,5,1034,3,0,153000,30,8.0,1008.0,1,1,0.0,0,1,0,0,0,0,1,0,0
1384,69.28709055876686,9981,5,340.0,3,3,1073.0,4,1073,3,90,120000,41,7.0,270.0,0,0,1.0,0,1,0,0,0,0,1,1,0
2637,57.0,9906,4,0.0,3,3,686.0,2,1328,3,172,107000,81,9.0,210.0,0,0,0.0,0,1,0,0,0,1,1,0,1
2881,50.0,9000,2,0.0,3,3,480.0,3,480,3,0,35311,57,5.0,308.0,0,0,0.0,0,1,0,0,0,0,1,1,0
1937,60.0,7134,5,0.0,3,3,384.0,3,1360,3,50,130000,52,7.0,1144.0,1,0,0.0,0,1,0,1,0,0,0,0,0
1612,85.0,10667,6,302.0,3,3,1587.0,3,1587,3,44,167300,36,9.0,1050.0,1,0,1.0,0,1,0,1,0,0,0,1,0
2727,87.0,13050,5,0.0,3,4,1000.0,5,1000,3,0,164000,43,6.0,1150.0,1,1,1.0,0,1,0,0,0,0,1,1,0
90,39.0,15410,6,250.0,3,3,1208.0,5,1494,3,0,169000,36,10.0,922.0,1,1,1.0,0,1,0,0,0,0,1,1,0
1053,114.0,14803,10,816.0,5,5,2078.0,5,2084,5,45,385000,1,10.0,3660.0,1,1,1.0,1,0,0,0,0,0,1,1,0
96,30.0,3215,7,120.0,4,4,600.0,5,1200,4,172,155000,6,7.0,960.0,0,0,0.0,1,0,0,0,0,0,1,0,1
2542,69.28709055876686,10659,5,0.0,3,3,1050.0,3,1050,3,319,136500,45,8.0,368.0,0,0,1.0,0,1,0,1,0,0,0,1,0
473,43.0,3182,7,16.0,4,4,1220.0,5,1220,4,16,180000,4,7.0,794.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1797,81.0,10411,5,0.0,4,4,725.0,5,1588,4,0,212109,0,11.0,1122.0,0,0,1.0,0,1,0,0,0,0,1,0,1
2911,42.0,3964,6,0.0,3,4,942.0,4,2521,3,20,151400,33,14.0,1152.0,1,1,1.0,0,1,0,0,0,0,1,0,1
2734,62.0,6488,5,0.0,3,3,799.0,5,1150,3,0,128000,64,7.0,215.0,1,1,0.0,0,0,1,0,0,0,1,0,0
2794,69.28709055876686,14781,8,178.0,4,4,1753.0,5,1787,4,150,275000,5,9.0,2244.0,1,1,1.0,1,0,0,0,1,0,0,1,0
457,100.0,14836,10,730.0,5,5,2492.0,5,2492,5,235,552000,5,12.0,2847.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1277,60.0,7200,6,0.0,3,3,854.0,2,1278,3,0,127500,54,7.0,240.0,0,0,1.0,0,1,0,1,0,0,0,0,0
73,76.0,10142,7,0.0,4,4,956.0,5,2084,4,45,233000,6,12.0,1236.0,0,0,0.0,1,0,0,0,0,0,1,0,1
660,60.0,10230,5,0.0,3,3,1054.0,5,1078,5,0,125000,84,7.0,264.0,0,0,0.0,0,0,1,0,0,1,1,1,0
863,90.0,11664,7,0.0,4,4,1569.0,5,1611,4,93,250000,7,9.0,3693.0,0,1,1.0,1,0,0,0,1,0,0,1,0
2540,71.0,9230,5,166.0,3,3,864.0,4,1200,4,64,146000,41,9.0,1768.0,0,0,0.0,0,1,0,1,0,0,0,1,0
2562,89.0,10680,5,44.0,3,3,2136.0,3,2136,3,30,137900,55,9.0,1056.0,0,0,0.0,0,1,0,1,0,0,0,1,0
484,69.28709055876686,8795,7,0.0,4,4,952.0,5,2256,4,54,236000,9,11.0,1108.0,1,1,0.0,1,0,0,0,0,0,1,0,1
356,60.0,7500,6,0.0,4,4,952.0,4,1636,3,84,191000,11,11.0,880.0,1,0,1.0,1,0,0,0,0,0,1,0,1
396,69.28709055876686,7830,5,0.0,3,3,1180.0,3,1180,3,45,128000,39,8.0,954.0,0,0,1.0,0,1,0,1,0,0,0,1,0
19,140.0,19138,4,0.0,3,3,864.0,5,864,3,0,141000,59,5.0,800.0,0,0,0.0,0,1,0,0,0,0,1,1,0
1664,69.28709055876686,10530,6,0.0,3,3,981.0,3,981,3,312,143250,36,8.0,1152.0,0,0,0.0,0,1,0,1,0,0,0,1,0
2686,50.0,11672,5,0.0,3,3,816.0,3,816,3,0,109000,81,5.0,210.0,0,1,0.0,0,0,1,0,0,0,1,1,0
2300,69.0,7599,4,0.0,3,3,845.0,3,845,3,0,129500,25,6.0,720.0,0,0,0.0,0,1,0,0,0,0,1,1,0
2524,79.0,13110,5,144.0,3,4,1153.0,5,1193,3,153,146500,34,9.0,1002.0,0,1,1.0,0,1,0,0,0,0,1,1,0
2461,72.0,8640,8,0.0,4,4,1278.0,5,1278,4,60,198600,0,7.0,1168.0,0,0,1.0,1,0,0,0,0,0,1,1,0
1816,50.0,8012,6,0.0,3,3,630.0,5,1266,3,0,128000,27,7.0,283.0,1,1,1.0,0,1,0,0,0,0,1,0,1
2173,80.0,8240,6,198.0,3,3,1179.0,4,1179,3,0,110000,47,6.0,1244.0,0,0,1.0,0,1,0,0,0,0,1,1,0
2693,50.0,9000,5,0.0,3,3,610.0,5,819,4,0,72000,87,5.0,0.0,0,0,0.0,0,0,1,0,0,0,1,1,0
2722,102.0,17920,5,0.0,3,3,1763.0,3,1779,3,418,170000,51,9.0,908.0,1,0,1.0,0,1,0,0,0,0,1,1,0
2460,85.0,10936,8,60.0,4,4,1504.0,5,1504,4,0,199000,0,9.0,1020.0,0,1,1.0,1,0,0,0,0,0,1,1,0
1423,85.0,10541,7,0.0,4,4,672.0,5,2037,4,33,229000,12,11.0,944.0,1,1,1.0,1,0,0,0,0,0,1,0,0
247,87.0,12361,6,85.0,4,4,946.0,5,1802,4,92,218000,17,12.0,4068.0,1,1,0.0,1,0,0,0,0,0,1,0,1
1914,70.0,10150,5,1.0,3,3,912.0,5,912,3,0,114500,49,6.0,275.0,0,0,1.0,0,1,0,1,0,0,0,1,0
2449,93.0,12090,8,650.0,4,4,1141.0,4,2263,4,123,258000,8,13.0,840.0,1,1,0.0,1,0,0,0,0,0,1,0,1
1182,69.28709055876686,11120,6,0.0,3,4,1232.0,3,1232,3,0,162500,24,8.0,1032.0,0,0,1.0,1,0,0,0,0,0,1,1,0
1025,69.28709055876686,15611,5,0.0,3,4,1126.0,3,1126,5,0,175000,31,9.0,1080.0,0,1,1.0,1,0,0,0,0,0,1,1,0
1620,56.0,8872,6,0.0,3,4,384.0,4,1384,3,0,161500,10,10.0,780.0,1,0,0.0,1,0,0,0,0,0,1,0,0
755,57.0,6876,6,0.0,3,3,720.0,2,1930,3,0,149000,82,11.0,316.0,0,0,1.0,0,1,0,0,0,0,1,0,1
862,70.0,8445,5,0.0,3,4,768.0,3,768,3,0,133000,37,7.0,792.0,0,1,0.0,0,1,0,0,1,0,0,0,0
2075,69.28709055876686,17541,5,0.0,3,3,409.0,5,1325,4,42,216000,59,8.0,1152.0,1,0,0.0,0,1,0,0,0,0,1,1,0
1078,36.0,2448,7,106.0,4,4,764.0,5,1626,4,27,155000,5,9.0,948.0,0,0,0.0,1,0,0,0,0,0,1,0,1
2608,85.0,13400,5,1047.0,3,3,1024.0,3,1086,3,0,159950,40,8.0,968.0,1,0,1.0,0,1,0,1,0,0,0,0,0
613,85.0,11475,6,90.0,3,3,1208.0,5,1576,4,0,174500,48,9.0,736.0,1,1,0.0,0,1,0,1,0,0,0,0,0
330,21.0,1476,4,0.0,3,3,546.0,5,1092,3,26,76000,40,7.0,0.0,0,1,0.0,0,1,0,0,0,0,1,0,1
2486,70.0,9100,5,51.0,3,3,988.0,5,988,3,0,129500,44,8.0,1248.0,0,0,0.0,0,1,0,0,0,0,1,1,0
2233,50.0,7000,6,0.0,3,3,720.0,4,1215,4,0,141000,67,7.0,1440.0,0,0,0.0,0,0,1,0,0,0,1,0,0
2926,37.0,7937,6,0.0,3,3,1003.0,3,1003,3,0,142500,22,8.0,1176.0,0,1,0.0,0,1,0,0,0,0,1,0,0
2147,69.28709055876686,11354,7,0.0,4,3,1673.0,5,1673,4,113,270000,7,10.0,1166.0,1,1,1.0,1,0,0,0,1,0,0,1,0
112,80.0,10791,6,0.0,3,4,1280.0,5,2495,4,32,243500,17,13.0,1320.0,1,1,1.0,1,0,0,0,0,0,1,0,1
1539,69.28709055876686,15660,7,312.0,4,3,798.0,5,1954,4,119,311500,69,11.0,862.0,1,0,1.0,0,1,0,0,0,0,1,0,0
2750,73.0,9069,6,0.0,4,4,1344.0,4,1440,4,0,224500,13,12.0,3680.0,0,1,1.0,1,0,0,0,0,0,1,0,0
2144,60.0,7200,4,0.0,3,3,385.0,4,875,4,0,117000,35,6.0,1456.0,0,1,0.0,0,1,0,0,1,0,0,1,0
994,65.0,8139,6,119.0,3,4,680.0,4,1470,3,49,165000,13,10.0,840.0,1,1,0.0,1,0,0,0,0,0,1,0,1
2816,65.0,8767,7,0.0,4,4,1310.0,5,1310,4,0,164990,1,8.0,800.0,1,0,1.0,1,0,0,0,1,0,0,1,0
2505,34.0,3628,7,0.0,4,4,1143.0,5,1143,4,191,176400,2,7.0,1176.0,1,0,1.0,1,0,0,0,0,0,1,1,0
624,92.0,10573,6,3.0,3,3,1453.0,5,1453,3,49,187500,48,9.0,1060.0,1,0,1.0,0,1,0,1,0,0,0,1,0
1350,60.0,6324,4,0.0,3,3,520.0,2,520,2,0,68500,81,5.0,240.0,0,1,0.0,0,0,1,0,0,0,1,1,0
1206,77.0,8593,4,0.0,3,3,907.0,5,907,3,0,109008,51,6.0,352.0,0,0,0.0,0,1,0,1,0,0,0,1,0
320,80.0,11316,7,44.0,4,4,817.0,5,1894,4,40,214900,8,12.0,1020.0,1,0,0.0,1,0,0,0,0,0,1,0,1
768,60.0,9780,5,0.0,3,3,585.0,3,1112,3,0,63000,75,9.0,226.0,0,0,0.0,1,0,0,0,0,0,1,0,0
831,78.0,11645,8,76.0,4,5,1498.0,5,1498,4,98,237000,4,9.0,2532.0,1,1,1.0,1,0,0,0,1,0,0,1,0
2349,81.0,10530,7,68.0,3,3,945.0,3,1857,3,105,188900,28,11.0,964.0,1,1,1.0,0,1,0,0,0,0,1,0,1
2417,105.0,15578,6,0.0,4,4,728.0,4,1456,3,0,172785,0,11.0,858.0,0,0,1.0,1,0,0,0,0,0,1,0,1
1667,66.0,7920,5,32.0,3,3,914.0,5,914,5,0,133000,37,6.0,368.0,0,1,1.0,0,1,0,1,0,0,0,1,0
2740,80.0,12048,5,232.0,3,3,0.0,4,1488,3,189,135000,54,8.0,1138.0,1,0,1.0,0,0,0,0,0,0,1,1,0
1574,74.0,11563,8,258.0,4,5,1518.0,5,1537,4,26,294000,2,11.0,2364.0,0,0,1.0,1,0,0,0,0,0,1,1,0
1462,69.28709055876686,14860,8,240.0,4,5,1778.0,5,1786,4,35,300000,6,9.0,2145.0,1,1,1.0,1,0,0,0,1,0,0,1,0
1196,72.0,11072,5,0.0,3,3,1728.0,3,1728,3,0,145000,43,12.0,1152.0,0,0,0.0,0,1,0,1,0,0,0,1,0
1519,60.0,8400,6,0.0,3,3,1181.0,2,1694,3,0,136500,83,9.0,1152.0,1,1,0.0,1,0,0,0,0,0,1,0,0
2560,89.0,10858,5,150.0,3,3,1444.0,5,1624,3,40,146500,54,8.0,240.0,1,0,1.0,0,1,0,1,0,0,0,1,0
190,60.0,11340,4,0.0,3,3,777.0,4,2290,3,0,122500,125,13.0,1120.0,0,0,0.0,1,0,0,0,0,1,1,0,1
1589,97.0,8940,7,200.0,3,4,1344.0,5,1344,3,0,209200,11,12.0,3136.0,0,0,1.0,1,0,0,0,0,0,1,0,0
549,50.0,7175,6,0.0,4,4,1332.0,4,1332,4,60,145000,19,7.0,1084.0,0,0,1.0,1,0,0,0,0,0,1,1,0
1236,71.0,9204,5,0.0,3,3,1144.0,3,1144,3,88,124000,45,9.0,336.0,0,0,0.0,0,1,0,1,0,0,0,1,0
1527,63.0,15564,6,0.0,3,4,676.0,5,1264,3,0,147500,94,7.0,800.0,0,1,0.0,0,0,1,0,0,0,1,0,0
2194,60.0,8190,4,0.0,3,3,948.0,5,948,3,36,119000,53,7.0,280.0,1,0,0.0,0,1,0,0,0,0,1,1,0
727,60.0,7879,4,0.0,3,3,720.0,3,720,3,523,34900,89,5.0,0.0,0,0,0.0,0,1,0,0,0,0,1,1,0
466,57.0,8918,6,0.0,4,4,745.0,5,1490,4,20,167800,4,10.0,784.0,1,1,1.0,1,0,0,0,0,0,1,0,1
2808,70.0,9135,6,120.0,4,4,1682.0,5,1700,4,23,200000,3,10.0,1088.0,0,1,1.0,1,0,0,0,1,0,0,1,0
1544,24.0,1950,6,0.0,3,4,716.0,3,1556,3,0,151000,28,10.0,904.0,1,1,1.0,0,1,0,0,0,0,1,0,1
636,66.0,12400,6,176.0,3,3,1215.0,3,1215,3,0,155000,51,7.0,297.0,0,0,1.0,0,1,0,1,0,0,0,1,0
